Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date
352;NOK;Citibank, N.A.;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций Nokia Corporation;US6549022043;ESVUFA;1,00;0,01;USD;18.05.2017 0:00:00
353;NOV;National Oilwell Varco, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US6370711011;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
354;NRG;NRG Energy, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US6293775085;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
355;NSC;Norfolk Southern Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US6558441084;ESVUFR;1,00;0,01;USD;26.10.2016 0:00:00
356;NTAP;NetApp, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US64110D1046;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
357;NTRS;Northern Trust Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US6658591044;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
358;NUE;Nucor Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US6703461052;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
359;NVDA;NVIDIA Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US67066G1040;ESVUFR;1,00;0,01;USD;26.10.2016 0:00:00
360;NVTK0221;Novatek Finance Designated Activity Company;Облигации;Облигации иностранного эмитента  иностранного эмитента;;XS0588433267;DYFXXR;1,00;0,01;PCT;18.04.2017 0:00:00
361;NWL;Newell Brands Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US6512291062;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
362;NWS;News Corporation;Акции;Акции иностранного эмитента  обыкновенные класса B;;US65249B2088;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
363;NWSA;News Corporation;Акции;Акции иностранного эмитента  обыкновенные класса A;;US65249B1098;ESRUFR;1,00;0,01;USD;14.06.2017 0:00:00
364;O;Realty Income Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US7561091049;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
365;OI;Owens-Illinois, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US6907684038;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
366;OKE;ONEOK, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US6826801036;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
367;OMC;Omnicom Group Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US6819191064;ESVUFR;1,00;0,01;USD;18.05.2017 0:00:00
368;ORCL;Oracle Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US68389X1054;ESVUFR;1,00;0,01;USD;26.10.2016 0:00:00
369;ORLY;O'Reilly Automotive, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US67103H1077;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
370;OXY;Occidental Petroleum Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US6745991058;ESVUFR;1,00;0,01;USD;26.10.2016 0:00:00
371;PANW;Palo Alto Networks, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US6974351057;ESVUFR;1,00;0,01;USD;11.12.2017 0:00:00
372;PBCT;People's United Financial, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US7127041058;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
373;PBI;Pitney Bowes Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US7244791007;ESXXXX;1,00;0,01;USD;14.06.2017 0:00:00
374;PCAR;PACCAR Inc;Акции;Акции иностранного эмитента  обыкновенные;;US6937181088;ESXXXX;1,00;0,01;USD;26.10.2016 0:00:00
375;PCG;PG&E Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US69331C1080;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
376;PCLN;The Priceline Group Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US7415034039;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
377;PDCO;Patterson Companies, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US7033951036;ESVUFR;1,00;0,01;USD;01.06.2017 0:00:00
378;PEG;Public Service Enterprise Group Incorporated;Акции;Акции иностранного эмитента  обыкновенные;;US7445731067;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
379;PEP;PepsiCo, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US7134481081;ESVUFR;1,00;0,01;USD;26.10.2016 0:00:00
380;PFE;Pfizer Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US7170811035;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
381;PFG;Principal Financial Group, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US74251V1026;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
382;PG;The Procter & Gamble Company;Акции;Акции иностранного эмитента  обыкновенные;;US7427181091;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
383;PGR;The Progressive Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US7433151039;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
384;PH;Parker-Hannifin Corporation;Акции;Акции иностранного эмитента  обыкновенные;;US7010941042;ESVUFR;1,00;0,01;USD;26.10.2016 0:00:00
385;PHM;PulteGroup, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US7458671010;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
386;PKI;PerkinElmer, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US7140461093;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
387;PLD;Prologis, Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US74340W1036;ESVUFR;1,00;0,01;USD;14.06.2017 0:00:00
388;PM;Philip Morris International Inc.;Акции;Акции иностранного эмитента  обыкновенные;;US7181721090;ESVUFR;1,00;0,01;USD;28.11.2014 0:00:00
